missing_rate,base_mae_mean,phyguard_mae_mean,gain_pct_mean,gain_pct_std,gate_mean,delta_abs_mean,failure_score_mean
30,0.291076170485576,0.2639214915073287,8.744291172155274,4.935424053666562,0.653770968698044,0.0611976440740708,0.0447052055461225
50,0.3158053456202294,0.2912088142735728,7.218737668053535,4.153052823024367,0.6401192894726975,0.0659883728848084,0.0724495917663649
70,0.3407453906723794,0.3207725460356471,5.902405331895705,1.9454395004233904,0.6224204082611529,0.0695800762659429,0.0936383022425135
