group,n,mean_abs_improvement,mean_gain_pct,paired_t,p_value
overall,180,0.024509853063641,7.042074757344345,20.18665057320218,5.2872644449270654e-48
scenario:incident_perturbation,60,0.023361451959326,7.919461920882885,13.719376796285394,5.197307798167791e-20
scenario:random_missing_50,60,0.0243132111351226,8.976515610364793,13.209054105263895,2.833788893946282e-19
scenario:sensor_failure_30,60,0.0258548960964742,4.23024674078536,9.719334089496575,7.387906932706758e-14
backbone:BRITS,45,0.0299990694901493,8.491950750037114,14.931961597422324,7.745136519648879e-19
backbone:ImputeFormer,45,0.0278612371472769,7.202371225747012,8.81812124717798,2.785106172707545e-11
backbone:MagiNet,45,0.0149627784858816,5.219975260244622,9.262042459936453,6.728534398787422e-12
backbone:SAITS,45,0.0252163271312561,7.254001793348634,12.10798346821233,1.3336453446575866e-15
