gate_floor,conflict_coef,phypro_mae,gate_mean,promotion_mean
0.95,0.75,0.314343656736529,0.9730436997519256,0.4251517366764052
0.9,0.5,0.3169709630361245,0.946088819453038,0.4596977861723293
0.95,0.5,0.3176595326506137,0.9730321891000108,0.459919373774614
0.9,0.75,0.3219243764670794,0.9460955415529096,0.425147507040531
