variant,epoch,lambda_phys,train_total_loss,train_data_loss,train_physics_loss,train_residual_abs,val_data_loss,val_physics_loss,val_residual_abs,train_masked_mae,val_masked_mae
v0_base,16,0.0,0.14393137209117413,0.14393137209117413,0.5101552233099937,0.9999999701976776,0.1320829540491104,0.5102976858615875,0.9999999701976776,0.1439361721277237,0.13208793103694916
v0_base,17,0.0,0.1419039759784937,0.1419039759784937,0.5101953148841858,0.999999962747097,0.12950552999973297,0.5104360580444336,0.9999999701976776,0.14189936220645905,0.12950973212718964
v0_base,18,0.0,0.1382778435945511,0.1382778435945511,0.5101265981793404,0.9999999850988388,0.12808138877153397,0.510506808757782,0.9999999403953552,0.13828299939632416,0.12808455526828766
v0_base,19,0.0,0.13605682738125324,0.13605682738125324,0.5101305991411209,0.9999999925494194,0.1260855570435524,0.5105957984924316,0.9999999701976776,0.13606202602386475,0.12608997523784637
v0_base,20,0.0,0.13404865562915802,0.13404865562915802,0.510245069861412,0.9999999552965164,0.12322265654802322,0.5101820230484009,0.9999999701976776,0.13405385613441467,0.12322656065225601
v1_fixed_physics,1,0.0,0.7023839503526688,0.7023839503526688,0.5034842565655708,0.9999999925494194,0.4689365178346634,0.5023562610149384,1.0,0.7025259137153625,0.46898549795150757
v1_fixed_physics,2,0.0,0.37020988389849663,0.37020988389849663,0.5058110356330872,0.9999999776482582,0.3112044185400009,0.5116554200649261,0.9999999403953552,0.3703477680683136,0.3112178444862366
v1_fixed_physics,3,0.0,0.2982929050922394,0.2982929050922394,0.5143619850277901,0.9999999776482582,0.26918286085128784,0.5139885246753693,0.9999999701976776,0.2983661890029907,0.269199013710022
v1_fixed_physics,4,0.0,0.25815023481845856,0.25815023481845856,0.510739378631115,0.9999999776482582,0.24404113739728928,0.507562667131424,0.9999999701976776,0.25814032554626465,0.24407418072223663
v1_fixed_physics,5,9.090909090909092e-05,0.2385432831943035,0.23849715664982796,0.507376067340374,1.0000000149011612,0.22835031151771545,0.5086291134357452,1.0,0.23851360380649567,0.22836655378341675
v1_fixed_physics,6,0.00018181818181818183,0.2228557951748371,0.22276313416659832,0.5096424371004105,1.0,0.21210414171218872,0.5103969871997833,1.0,0.222760409116745,0.2121237814426422
v1_fixed_physics,7,0.00027272727272727274,0.20964990183711052,0.2095109149813652,0.5096167698502541,0.9999999925494194,0.20119600743055344,0.5092747211456299,1.0,0.20950818061828613,0.2012113481760025
v1_fixed_physics,8,0.00036363636363636367,0.19914115592837334,0.198955949395895,0.5093183815479279,0.9999999850988388,0.18987809866666794,0.5100920796394348,0.9999998807907104,0.19897116720676422,0.18989212810993195
v1_fixed_physics,9,0.00045454545454545455,0.18956144154071808,0.18932961858808994,0.5100030973553658,0.9999999552965164,0.18048643320798874,0.5100672543048859,1.0000000298023224,0.18933960795402527,0.18049705028533936
v1_fixed_physics,10,0.0005454545454545455,0.18010575510561466,0.1798276361078024,0.5098852589726448,0.9999999552965164,0.1700792834162712,0.5102526247501373,1.0000001192092896,0.17981892824172974,0.17008961737155914
v1_fixed_physics,11,0.0006363636363636364,0.17121141590178013,0.17088679783046246,0.5101156234741211,1.0,0.1605621576309204,0.5102976858615875,0.9999999403953552,0.1708969622850418,0.16057072579860687
v1_fixed_physics,12,0.0007272727272727273,0.1627567745745182,0.16238583624362946,0.5100417584180832,0.9999999776482582,0.15170086175203323,0.5103960931301117,0.9999999701976776,0.16239124536514282,0.15170806646347046
v1_fixed_physics,13,0.0008181818181818183,0.15584995225071907,0.15543249621987343,0.5102211758494377,1.0,0.14414652436971664,0.510325700044632,1.0000000596046448,0.1554413139820099,0.14415192604064941
v1_fixed_physics,14,0.0009090909090909091,0.15104063972830772,0.1505768932402134,0.5101217105984688,0.9999999925494194,0.13840089738368988,0.5099915266036987,1.0,0.1505790501832962,0.13840633630752563
v1_fixed_physics,15,0.001,0.14685888960957527,0.146348861977458,0.5100277811288834,0.9999999850988388,0.13486453890800476,0.5102678537368774,0.9999999403953552,0.14635281264781952,0.1348680555820465
v1_fixed_physics,16,0.001,0.14440380036830902,0.1438936423510313,0.510161280632019,0.9999999850988388,0.13206354528665543,0.5102778375148773,1.0,0.14389844238758087,0.13206851482391357
v1_fixed_physics,17,0.001,0.1423646304756403,0.14185443706810474,0.5101941674947739,0.9999999776482582,0.12945299595594406,0.5104429721832275,1.0,0.14184971153736115,0.12945714592933655
v1_fixed_physics,18,0.001,0.13874229416251183,0.1382321696728468,0.5101227164268494,0.9999999776482582,0.12790567427873611,0.5105015933513641,0.9999999701976776,0.13823728263378143,0.12790894508361816
v1_fixed_physics,19,0.001,0.13650106266140938,0.1359909251332283,0.510136753320694,1.0000000149011612,0.12593640387058258,0.5105667114257812,0.9999999701976776,0.13599616289138794,0.12594076991081238
v1_fixed_physics,20,0.001,0.13448649272322655,0.13397624343633652,0.5102486610412598,0.9999999850988388,0.12316478788852692,0.5101803839206696,0.9999999403953552,0.13398146629333496,0.1231686919927597
