dataset,scenario,model,real_data_used,fallback_used,zip_path,MAE,RMSE,MAPE,masked_MAE,epochs,first_val_masked_mae,last_val_masked_mae
PEMS08,random_missing_50,GRINLite,True,False,E:\ASTGNN-9c2e19b98c4cedf1f35214d8789685b6381b3aad.zip,0.8782239556312561,1.4337407350540161,1.3371100425720215,0.8936803340911865,50,1.6496009826660156,0.7696220278739929
PEMS08,sensor_failure_30,GRINLite,True,False,E:\ASTGNN-9c2e19b98c4cedf1f35214d8789685b6381b3aad.zip,1.269492268562317,1.8002543449401855,3.1355299949645996,1.4450316429138184,50,1.4402199983596802,1.5126978158950806
