dataset,scenario,model,real_data_used,fallback_used,zip_path,MAE,RMSE,MAPE,masked_MAE,physics_residual,trust_mean,trust_std,epochs,pretrain_epochs,first_val_masked_mae,pretrain_end_val_masked_mae,last_val_masked_mae
PEMS08,random_missing_50,LiteTrustGRINCorrection,True,False,E:\ASTGNN-9c2e19b98c4cedf1f35214d8789685b6381b3aad.zip,0.7960588932037354,1.2850228548049927,1.436102271080017,0.8121688365936279,0.5103738307952881,0.5704758763313293,0.20153316855430603,50,30,1.7139309644699097,0.7996407747268677,0.6898019313812256
PEMS08,sensor_failure_30,LiteTrustGRINCorrection,True,False,E:\ASTGNN-9c2e19b98c4cedf1f35214d8789685b6381b3aad.zip,1.3581624031066895,1.9352514743804932,3.462153196334839,1.434401035308838,0.2976461946964264,0.3717053234577179,0.1930532604455948,50,30,1.5114141702651978,1.485541820526123,1.5760266780853271
