dataset,scenario,model,real_data_used,fallback_used,zip_path,MAE,RMSE,MAPE,masked_MAE,physics_residual,trust_mean,trust_std,epochs,first_val_masked_mae,last_val_masked_mae
PEMS08,random_missing_50,LiteTrustGRIN,True,False,E:\ASTGNN-9c2e19b98c4cedf1f35214d8789685b6381b3aad.zip,0.9220408201217651,1.4847562313079834,1.426168441772461,0.9230031371116638,0.4493885636329651,0.11497454345226288,0.1081588938832283,50,1.6474133729934692,0.7880255579948425
PEMS08,sensor_failure_30,LiteTrustGRIN,True,False,E:\ASTGNN-9c2e19b98c4cedf1f35214d8789685b6381b3aad.zip,1.3976624011993408,1.9456969499588013,2.774319887161255,1.4873838424682617,0.25857096910476685,0.24519579112529755,0.3153735399246216,50,1.419601321220398,1.549072027206421
