dataset,scenario,model,real_data_used,fallback_used,zip_path,MAE,RMSE,MAPE,masked_MAE,physics_residual,trust_mean,trust_std,epochs,pretrain_epochs,first_val_masked_mae,last_val_masked_mae,grinlite_masked_mae,relative_improvement_pct
PEMS08,random_missing_50,LiteTrustGRINCorrection,True,False,E:\ASTGNN-9c2e19b98c4cedf1f35214d8789685b6381b3aad.zip,0.7813988327980042,1.278020977973938,1.389470100402832,0.8040676712989807,0.518085241317749,0.5837080478668213,0.17098498344421387,50,0,1.705413579940796,0.6881012916564941,0.8936803340911865,10.027379
PEMS08,sensor_failure_30,LiteTrustGRINCorrection,True,False,E:\ASTGNN-9c2e19b98c4cedf1f35214d8789685b6381b3aad.zip,1.2046475410461426,1.741226077079773,3.283858299255371,1.320377230644226,0.3702565133571625,0.3888871967792511,0.27757346630096436,50,0,1.5142862796783447,1.531297206878662,1.4450316429138184,8.625725
