scenario,protocol,official_grin,litetrust_no_utility,litetrust_utility,utility_vs_no_utility_delta,utility_vs_official_pct
random_missing_50,10e_grin_pretrain_plus_3e_correction,1.009418,1.008032,1.007394,0.000638,0.20
