backbone,base_test_mae,dataset,delta_abs_mean,failure_score_mean,gate_mean,mae,mape,masked_mae,model,plugin,plugin_gain_pct,plugin_val_mae,rmse,scenario,seed
ImputeFormer,0.8206843200873735,PEMS03,0.1845463547751168,0.7769802961022683,1.0,0.331137478351593,0.8436411023139954,0.7381991567641404,ImputeFormer+DoRAAdapter,DoRAAdapter,10.050778515477347,0.6062745451927185,0.543572187423706,sensor_failure_30,2
SAITS,0.2869466667060904,PEMS03,0.0812908106972728,0.0862635847067964,1.0,0.1977121233940124,0.5008481740951538,0.2423416791154764,SAITS+DoRAAdapter,DoRAAdapter,15.544696198301317,0.2053893506526947,0.3288750648498535,incident_perturbation,2
MagiNet,0.1741986467264331,PEMS03,0.0564310453167759,0.0862635847067964,1.0,0.153692364692688,0.4571675360202789,0.157028756636838,MagiNet+DoRAAdapter,DoRAAdapter,9.856500272679598,0.1544196754693985,0.2341368943452835,incident_perturbation,2
BRITS,0.289879083543189,PEMS03,0.0795263582318626,0.0862635847067964,1.0,0.2021185010671615,0.5450772643089294,0.245445674592055,BRITS+DoRAAdapter,DoRAAdapter,15.3282563226104,0.1892163306474685,0.3280501663684845,incident_perturbation,2
ImputeFormer,0.1778212446823415,PEMS03,0.0488306055693943,0.0862635847067964,1.0,0.1419949680566787,0.3862874805927276,0.162611814686199,ImputeFormer+DoRAAdapter,DoRAAdapter,8.553213100781381,0.1528932750225067,0.2310680299997329,incident_perturbation,2
SAITS,0.2665320151909975,PEMS03,0.0783742230377081,0.0860253439947519,1.0,0.1822714805603027,0.5551919937133789,0.2181950716149624,SAITS+DoRAAdapter,DoRAAdapter,18.135511241078,0.1756364107131958,0.288996011018753,random_missing_50,3
MagiNet,0.1485565777310312,PEMS03,0.0432225010053936,0.0860253439947519,1.0,0.1024259850382804,0.3310768604278564,0.1419359354983113,MagiNet+DoRAAdapter,DoRAAdapter,4.456646978437369,0.1467475295066833,0.16639444231987,random_missing_50,3
BRITS,0.2659760347820707,PEMS03,0.0801476509841939,0.0860253439947519,1.0,0.1646226495504379,0.5044302940368652,0.2198508719173994,BRITS+DoRAAdapter,DoRAAdapter,17.3418492017389,0.1642107963562011,0.2721778750419616,random_missing_50,3
ImputeFormer,0.1564686930201115,PEMS03,0.0236467479069842,0.0860253439947519,1.0,0.0946555137634277,0.3198891282081604,0.1464716227644776,ImputeFormer+DoRAAdapter,DoRAAdapter,6.389182438143637,0.138813629746437,0.1700811833143234,random_missing_50,3
SAITS,0.4925684943748783,PEMS03,0.1109526090532819,0.8275362294039622,1.0,0.2033921033143997,0.3858952820301056,0.4913167032497322,SAITS+DoRAAdapter,DoRAAdapter,0.2541354429772692,0.4075652956962585,0.4399202167987823,sensor_failure_30,3
