backbone,base_test_mae,dataset,delta_abs_mean,failure_score_mean,gate_mean,mae,mape,masked_mae,model,plugin,plugin_gain_pct,plugin_val_mae,rmse,scenario,seed
MagiNet,0.152849393827151,PEMS08,0.0123764213323519,0.0827375080605539,1.0,0.1016164198517799,0.7171010971069336,0.1515492996434164,MagiNet+DoRAAdapter,DoRAAdapter,0.8505720246458826,0.1286890208721161,0.189125508069992,incident_perturbation,3
BRITS,0.2882493976175305,PEMS08,0.0200326974961664,0.0827375080605539,1.0,0.1670164167881012,1.086948037147522,0.2816401631974298,BRITS+DoRAAdapter,DoRAAdapter,2.2928875046151145,0.2381862252950668,0.3014873564243316,incident_perturbation,3
ImputeFormer,0.1631019356604664,PEMS08,0.0278259401040867,0.0827375080605539,1.0,0.1093267947435379,0.7729228138923645,0.1606803809235475,ImputeFormer+DoRAAdapter,DoRAAdapter,1.4846879205406205,0.1347529143095016,0.1974280625581741,incident_perturbation,3
SAITS,0.4151550237719029,PEMS-BAY,0.101598933244698,0.0717991752826765,1.0,0.2410105764865875,1.169851303100586,0.3489025574243501,SAITS+DoRAAdapter,DoRAAdapter,15.958488408887368,0.3677263259887695,0.4952662587165832,random_missing_50,1
MagiNet,0.2456501420959685,PEMS-BAY,0.0628420904878039,0.0717991752826765,1.0,0.1496932059526443,0.8125478625297546,0.218284560563292,MagiNet+DoRAAdapter,DoRAAdapter,11.14006338412194,0.2198125422000885,0.335083931684494,random_missing_50,1
BRITS,0.4051967193157571,PEMS-BAY,0.1077351882758955,0.0717991752826765,1.0,0.2257147282361984,1.0787497758865356,0.3408960204036273,BRITS+DoRAAdapter,DoRAAdapter,15.869007779903145,0.3510845899581909,0.4764972627162933,random_missing_50,1
ImputeFormer,0.2930490357376665,PEMS-BAY,0.0774886968541882,0.0717991752826765,1.0,0.1683900356292724,0.874919056892395,0.2526524286135717,ImputeFormer+DoRAAdapter,DoRAAdapter,13.784930915199208,0.2448820173740387,0.3841471970081329,random_missing_50,1
SAITS,0.5211080434371014,PEMS-BAY,0.1612794707421543,0.7779546724695737,1.0,0.2220571786165237,0.9086452722549438,0.5014498444641529,SAITS+DoRAAdapter,DoRAAdapter,3.772384483510912,0.5286933183670044,0.5086278319358826,sensor_failure_30,1
MagiNet,0.7256694456346992,PEMS-BAY,0.1117575249704374,0.7779546724695737,1.0,0.2626309692859649,1.093721628189087,0.6794412314486341,MagiNet+DoRAAdapter,DoRAAdapter,6.370423126418396,0.6699039340019226,0.7062453627586365,sensor_failure_30,1
BRITS,0.5813574758516687,PEMS-BAY,0.1410109202067057,0.7779546724695737,1.0,0.2249258011579513,0.8822359442710876,0.5609294865407101,BRITS+DoRAAdapter,DoRAAdapter,3.513843058615937,0.5362715125083923,0.5651404857635498,sensor_failure_30,1
ImputeFormer,0.7353575829745961,PEMS-BAY,0.1334348016855668,0.7779546724695737,1.0,0.2747224569320678,1.1467117071151731,0.6969236516628136,ImputeFormer+DoRAAdapter,DoRAAdapter,5.226563538831457,0.6925210952758789,0.7703075408935547,sensor_failure_30,1
SAITS,0.421877146846308,PEMS-BAY,0.0949953208221865,0.0717991752826765,1.0,0.249283105134964,1.0305677652359009,0.3634962187722261,SAITS+DoRAAdapter,DoRAAdapter,13.838371789157453,0.3690536916255951,0.5432495474815369,incident_perturbation,1
MagiNet,0.2627591969632985,PEMS-BAY,0.0602628835404071,0.0717991752826765,1.0,0.1771177947521209,0.8506540656089783,0.237604346201951,MagiNet+DoRAAdapter,DoRAAdapter,9.573347404034358,0.2380792796611786,0.3945622444152832,incident_perturbation,1
BRITS,0.4156237939775152,PEMS-BAY,0.1118908986597617,0.0717991752826765,1.0,0.2447932511568069,1.0281014442443848,0.3532512787626891,BRITS+DoRAAdapter,DoRAAdapter,15.006964499775572,0.362216591835022,0.5220403671264648,incident_perturbation,1
ImputeFormer,0.3008494755128184,PEMS-BAY,0.0815385014154031,0.0717991752826765,1.0,0.1955903470516204,0.8928030133247375,0.2627105772086754,ImputeFormer+DoRAAdapter,DoRAAdapter,12.677069899866908,0.2558601200580597,0.431449294090271,incident_perturbation,1
SAITS,0.4135002613494627,PEMS-BAY,0.103490740895744,0.0745966026693624,1.0,0.2419268190860748,1.20000159740448,0.3470691194372041,SAITS+DoRAAdapter,DoRAAdapter,16.06556225513856,0.3600348830223083,0.4996651709079742,random_missing_50,2
MagiNet,0.2464738435661059,PEMS-BAY,0.0734546042104747,0.0745966026693624,1.0,0.1585334092378616,0.8139175176620483,0.2154955308242452,MagiNet+DoRAAdapter,DoRAAdapter,12.56860050285704,0.2172232568264007,0.3402935862541199,random_missing_50,2
BRITS,0.4016133894376839,PEMS-BAY,0.1129688830483641,0.0745966026693624,1.0,0.2343066334724426,1.19019877910614,0.3366299761337469,BRITS+DoRAAdapter,DoRAAdapter,16.180589346117912,0.3538987636566162,0.4806059002876282,random_missing_50,2
ImputeFormer,0.2760233542979244,PEMS-BAY,0.0789150683581257,0.0745966026693624,1.0,0.1877074092626571,1.0645872354507446,0.2387091285419598,ImputeFormer+DoRAAdapter,DoRAAdapter,13.518503117562169,0.2356144785881042,0.384532630443573,random_missing_50,2
SAITS,0.5330468002630739,PEMS-BAY,0.1483086047529363,0.7898222735138978,1.0,0.2386125475168228,1.273780345916748,0.5190038875657685,SAITS+DoRAAdapter,DoRAAdapter,2.6344614938828665,0.5565322637557983,0.5518937110900879,sensor_failure_30,2
MagiNet,0.6953931535993304,PEMS-BAY,0.0890131515710532,0.7898222735138978,1.0,0.2614658176898956,1.1136066913604736,0.6859156290690104,MagiNet+DoRAAdapter,DoRAAdapter,1.3629016163395762,0.6814863681793213,0.7114561796188354,sensor_failure_30,2
BRITS,0.5339575527476615,PEMS-BAY,0.137706523038903,0.7898222735138978,1.0,0.2355004251003265,1.2385038137435913,0.5197982269079506,BRITS+DoRAAdapter,DoRAAdapter,2.6517699331808773,0.5839414000511169,0.5249987244606018,sensor_failure_30,2
ImputeFormer,0.7170237327108577,PEMS-BAY,0.1086987800338641,0.7898222735138978,1.0,0.259560078382492,1.1018096208572388,0.6920692807152158,ImputeFormer+DoRAAdapter,DoRAAdapter,3.4802825704661733,0.7186141014099121,0.7686713337898254,sensor_failure_30,2
SAITS,0.4176318503042248,PEMS-BAY,0.1047554967713597,0.0745966026693624,1.0,0.2636002600193023,1.2573447227478027,0.3567956731922412,SAITS+DoRAAdapter,DoRAAdapter,14.566939055933425,0.3766420185565948,0.5343129634857178,incident_perturbation,2
MagiNet,0.2651506482266215,PEMS-BAY,0.0702906297847439,0.0745966026693624,1.0,0.1785850673913955,0.7903784513473511,0.2363857324431127,MagiNet+DoRAAdapter,DoRAAdapter,10.848517993787311,0.2341158241033554,0.398827463388443,incident_perturbation,2
BRITS,0.414103476397595,PEMS-BAY,0.1145037489655958,0.0745966026693624,1.0,0.259281188249588,1.2407842874526978,0.3520566216359377,BRITS+DoRAAdapter,DoRAAdapter,14.9834179856254,0.367577463388443,0.5290908217430115,incident_perturbation,2
ImputeFormer,0.2840124088525009,PEMS-BAY,0.0820521442149322,0.0745966026693624,1.0,0.215724378824234,1.1512576341629028,0.25135226796865,ImputeFormer+DoRAAdapter,DoRAAdapter,11.49954715563594,0.2448823302984237,0.4339274764060974,incident_perturbation,2
SAITS,0.4065888752126669,PEMS-BAY,0.076037798285423,0.070908713475459,1.0,0.2316332310438156,1.1091952323913574,0.3597288283557235,SAITS+DoRAAdapter,DoRAAdapter,11.525166996375177,0.3737556040287018,0.4979344010353088,random_missing_50,3
MagiNet,0.2439973005344761,PEMS-BAY,0.0352686767891608,0.070908713475459,1.0,0.1358212232589721,0.5962517261505127,0.2360105352886652,MagiNet+DoRAAdapter,DoRAAdapter,3.2733006587842848,0.235904574394226,0.344722032546997,random_missing_50,3
BRITS,0.4029125650540093,PEMS-BAY,0.1138639680287381,0.070908713475459,1.0,0.2452211678028106,1.2556967735290527,0.337934543979921,BRITS+DoRAAdapter,DoRAAdapter,16.127077363640474,0.3480521142482757,0.4835498929023742,random_missing_50,3
ImputeFormer,0.2736907629827138,PEMS-BAY,0.0286595795665206,0.070908713475459,1.0,0.1720558702945709,0.9342504739761353,0.2576287048684675,ImputeFormer+DoRAAdapter,DoRAAdapter,5.868688420171763,0.2538636326789856,0.4006502330303192,random_missing_50,3
SAITS,0.5474651622123459,PEMS-BAY,0.1702118828183128,0.8467847344015731,1.0,0.2803508639335632,1.3589547872543335,0.5427512863055378,SAITS+DoRAAdapter,DoRAAdapter,0.8610366891217228,0.5742173194885254,0.5883622169494629,sensor_failure_30,3
MagiNet,0.7631976588242719,PEMS-BAY,0.1401394046082788,0.8467847344015731,1.0,0.2911581099033355,1.0615391731262207,0.7092517152124521,MagiNet+DoRAAdapter,DoRAAdapter,7.068410520929152,0.7199039459228516,0.6967109441757202,sensor_failure_30,3
BRITS,0.5604561007752711,PEMS-BAY,0.1686582889686636,0.8467847344015731,1.0,0.2870077192783355,1.358301281929016,0.5646385659976881,BRITS+DoRAAdapter,DoRAAdapter,-0.7462609857634716,0.604692816734314,0.5816363096237183,sensor_failure_30,3
ImputeFormer,0.7432693689047885,PEMS-BAY,0.1342091333298456,0.8467847344015731,1.0,0.3106766045093536,1.3662245273590088,0.6963057745070684,ImputeFormer+DoRAAdapter,DoRAAdapter,6.318516053866332,0.7277798652648926,0.7541594505310059,sensor_failure_30,3
SAITS,0.4267154295871854,PEMS-BAY,0.0990888598519958,0.070908713475459,1.0,0.2706984579563141,1.2715829610824585,0.3646502619715427,SAITS+DoRAAdapter,DoRAAdapter,14.544861355420387,0.3763689696788788,0.5493867993354797,incident_perturbation,3
MagiNet,0.2617455841519003,PEMS-BAY,0.0332001194809422,0.070908713475459,1.0,0.1624712347984314,0.6275075674057007,0.2540172230113636,MagiNet+DoRAAdapter,DoRAAdapter,2.9526233138098195,0.249153271317482,0.4051165580749511,incident_perturbation,3
BRITS,0.4150372442981189,PEMS-BAY,0.1165100160352866,0.070908713475459,1.0,0.2705589830875397,1.2963632345199585,0.3520981798921417,BRITS+DoRAAdapter,DoRAAdapter,15.164678657313068,0.3644131124019623,0.5310792922973633,incident_perturbation,3
ImputeFormer,0.2905378454332787,PEMS-BAY,0.0444406353637507,0.070908713475459,1.0,0.1968772709369659,0.9766636490821838,0.2715934357645576,ImputeFormer+DoRAAdapter,DoRAAdapter,6.520461952372971,0.2648126780986786,0.4467576742172241,incident_perturbation,3
SAITS,0.4101349355478629,METR-LA,0.0695683774046061,0.0626894467034964,1.0,0.2331191301345825,1.1520848274230957,0.3759179786292362,SAITS+DoRAAdapter,DoRAAdapter,8.34285352280934,0.4357869625091553,0.5246005654335022,random_missing_50,1
MagiNet,0.3608898326852554,METR-LA,0.0580680696663979,0.0626894467034964,1.0,0.2171136289834976,1.024970293045044,0.3405035841868993,MagiNet+DoRAAdapter,DoRAAdapter,5.6488841336064,0.2338882237672805,0.4928852319717407,random_missing_50,1
BRITS,0.4534316514921598,METR-LA,0.1000210674712316,0.0626894467034964,1.0,0.2600266337394714,1.165434718132019,0.4037682370700556,BRITS+DoRAAdapter,DoRAAdapter,10.952789523773005,0.4212079644203186,0.5322734117507935,random_missing_50,1
ImputeFormer,0.3493049463359888,METR-LA,0.0442628867227016,0.0626894467034964,1.0,0.1910475343465805,1.0518476963043213,0.3368823748498356,ImputeFormer+DoRAAdapter,DoRAAdapter,3.556368616150148,0.2920297384262085,0.4469439387321472,random_missing_50,1
SAITS,0.5062314925655242,METR-LA,0.1081429860925161,0.7665612005418346,1.0,0.1971982568502426,0.9080557823181152,0.4991991596837197,SAITS+DoRAAdapter,DoRAAdapter,1.3891535759984868,0.5645924210548401,0.4743014872074127,sensor_failure_30,1
MagiNet,0.7383485199302755,METR-LA,0.0652067122920866,0.7665612005418346,1.0,0.2474485635757446,1.3363202810287476,0.7063564997847362,MagiNet+DoRAAdapter,DoRAAdapter,4.332915863169924,0.7102611660957336,0.560016393661499,sensor_failure_30,1
BRITS,0.5089275401125672,METR-LA,0.1112482111941101,0.7665612005418346,1.0,0.1891885846853256,0.8058762550354004,0.487845964329217,BRITS+DoRAAdapter,DoRAAdapter,4.142353109577692,0.6018539071083069,0.4489888846874237,sensor_failure_30,1
ImputeFormer,0.6719738539829049,METR-LA,0.1382479103662634,0.7665612005418346,1.0,0.2071728855371475,0.6279422640800476,0.6075510004515289,ImputeFormer+DoRAAdapter,DoRAAdapter,9.587107169353486,0.793829619884491,0.5000719428062439,sensor_failure_30,1
SAITS,0.4679722077326758,METR-LA,0.0573136911889068,0.0626894467034964,1.0,0.2810957431793213,1.0791237354278564,0.4424407048242286,SAITS+DoRAAdapter,DoRAAdapter,5.455773331529068,0.4632326960563659,0.609521210193634,incident_perturbation,1
MagiNet,0.3781130708222686,METR-LA,0.0599329730869847,0.0626894467034964,1.0,0.2395437806844711,1.0408023595809937,0.3581981359857106,MagiNet+DoRAAdapter,DoRAAdapter,5.266925788428751,0.246998056769371,0.5162013173103333,incident_perturbation,1
BRITS,0.4650711700177036,METR-LA,0.0944521420159964,0.0626894467034964,1.0,0.2680031955242157,1.059263825416565,0.4194115136570561,BRITS+DoRAAdapter,DoRAAdapter,9.817778289484028,0.440787672996521,0.5542927384376526,incident_perturbation,1
ImputeFormer,0.4571328085483055,METR-LA,0.0635378384626327,0.0626894467034964,1.0,0.2765835225582123,1.336186766624451,0.4491044472369752,ImputeFormer+DoRAAdapter,DoRAAdapter,1.7562426413508925,0.3314607441425323,0.590277373790741,incident_perturbation,1
SAITS,0.4037499271589305,METR-LA,0.0736917842360901,0.0606096819660474,1.0,0.2543099224567413,1.3173381090164185,0.3675768552029785,SAITS+DoRAAdapter,DoRAAdapter,8.95927640420676,0.4209088385105133,0.5249584913253784,random_missing_50,2
MagiNet,0.3682265680122971,METR-LA,0.0752129936852698,0.0606096819660474,1.0,0.2392691820859909,1.2253984212875366,0.3401297004145247,MagiNet+DoRAAdapter,DoRAAdapter,7.630320579376038,0.2239682674407959,0.5036978125572205,random_missing_50,2
BRITS,0.4615763850827789,METR-LA,0.1015606174520902,0.0606096819660474,1.0,0.2751940488815307,1.2496098279953003,0.411922547500252,BRITS+DoRAAdapter,DoRAAdapter,10.757447561712253,0.4170663356781006,0.5455102920532227,random_missing_50,2
ImputeFormer,0.3363144771428661,METR-LA,0.0818166456904073,0.0606096819660474,1.0,0.2252015620470047,1.3604894876480105,0.3079732228353997,ImputeFormer+DoRAAdapter,DoRAAdapter,8.42700990698867,0.2669565081596374,0.4285972714424133,random_missing_50,2
SAITS,0.6049345283098119,METR-LA,0.0008816939368042,0.8225516862766717,1.0,0.1823624074459076,0.4956101775169372,0.6048880546323715,SAITS+DoRAAdapter,DoRAAdapter,0.0076824309516966,0.7316339015960693,0.565240740776062,sensor_failure_30,2
MagiNet,0.7136399463940692,METR-LA,0.089315188828335,0.8225516862766717,1.0,0.2356273531913757,0.7165870070457458,0.677451431110341,MagiNet+DoRAAdapter,DoRAAdapter,5.070976683211772,0.8261293768882751,0.6256095170974731,sensor_failure_30,2
BRITS,0.611631578014743,METR-LA,0.1101640475693569,0.8225516862766717,1.0,0.2180674821138382,0.6883836984634399,0.592169197656775,BRITS+DoRAAdapter,DoRAAdapter,3.182043088935945,0.7284917235374451,0.525333046913147,sensor_failure_30,2
ImputeFormer,0.7784175257528981,METR-LA,0.1265562119022492,0.8225516862766717,1.0,0.2326896786689758,0.4542880654335022,0.7124669885122648,ImputeFormer+DoRAAdapter,DoRAAdapter,8.47238597009297,0.8689832091331482,0.6054528951644897,sensor_failure_30,2
SAITS,0.4407070741671706,METR-LA,0.0822874549271274,0.0606096819660474,1.0,0.2859014272689819,1.255915641784668,0.4054751285152706,SAITS+DoRAAdapter,DoRAAdapter,7.994413458980626,0.4369089007377624,0.5685022473335266,incident_perturbation,2
MagiNet,0.3855978834353896,METR-LA,0.072461311548735,0.0606096819660474,1.0,0.2470941394567489,1.1703165769577026,0.360024072989114,MagiNet+DoRAAdapter,DoRAAdapter,6.632248657184532,0.2453518211841583,0.5269811153411865,incident_perturbation,2
BRITS,0.4774758679505594,METR-LA,0.1056374902747328,0.0606096819660474,1.0,0.3042115569114685,1.261359453201294,0.4276619768830007,BRITS+DoRAAdapter,DoRAAdapter,10.432755749808218,0.4287264347076416,0.569776713848114,incident_perturbation,2
ImputeFormer,0.3558534788107297,METR-LA,0.0772255604431256,0.0606096819660474,1.0,0.2387393862009048,1.278501033782959,0.3331513290935893,ImputeFormer+DoRAAdapter,DoRAAdapter,6.379634054165074,0.2984733581542969,0.4518319368362427,incident_perturbation,2
SAITS,0.433908927456877,METR-LA,0.0547079158549578,0.0600605208195421,1.0,0.2587860226631164,1.1595958471298218,0.4058549815277147,SAITS+DoRAAdapter,DoRAAdapter,6.465399569809577,0.4249904751777649,0.5611097812652588,random_missing_50,3
MagiNet,0.3436965099674686,METR-LA,0.0292813229946852,0.0600605208195421,1.0,0.188907966017723,0.8278893828392029,0.3383420395010592,MagiNet+DoRAAdapter,DoRAAdapter,1.5579065574207374,0.232583537697792,0.4718947410583496,random_missing_50,3
BRITS,0.4405947382357391,METR-LA,0.0911183741315504,0.0600605208195421,1.0,0.2677136659622192,1.2916772365570068,0.3955983909252534,BRITS+DoRAAdapter,DoRAAdapter,10.2126383739087,0.4202845394611358,0.5218681693077087,random_missing_50,3
ImputeFormer,0.3183703833078,METR-LA,0.0334202281620785,0.0600605208195421,1.0,0.17945496737957,0.7699759602546692,0.3130029343666465,ImputeFormer+DoRAAdapter,DoRAAdapter,1.6859133960222186,0.2775613367557525,0.4147798418998718,random_missing_50,3
SAITS,0.4774659679782006,METR-LA,0.0874671115670152,0.7862569337250084,1.0,0.216908648610115,1.0897185802459717,0.4641516490649151,SAITS+DoRAAdapter,DoRAAdapter,2.788537782004471,0.5807979106903076,0.4740301966667175,sensor_failure_30,3
MagiNet,0.7787793887558804,METR-LA,0.0139817512163551,0.7862569337250084,1.0,0.2439194768667221,0.7382750511169434,0.7806540048250588,MagiNet+DoRAAdapter,DoRAAdapter,-0.240712080499861,0.6891595721244812,0.6640034317970276,sensor_failure_30,3
BRITS,0.5589125028220556,METR-LA,0.1095008850097656,0.7862569337250084,1.0,0.2437757104635238,1.1793640851974487,0.5385872625535534,BRITS+DoRAAdapter,DoRAAdapter,3.636569260103547,0.6221257448196411,0.4933100640773773,sensor_failure_30,3
ImputeFormer,0.7504259335097446,METR-LA,0.1231483541509156,0.7862569337250084,1.0,0.3016145229339599,1.0759050846099854,0.6799979261172715,ImputeFormer+DoRAAdapter,DoRAAdapter,9.385071097300848,0.7272476553916931,0.5677201151847839,sensor_failure_30,3
SAITS,0.4398733616091693,METR-LA,0.0767667299681305,0.0600605208195421,1.0,0.2865321338176727,1.2644904851913452,0.4027842300745196,SAITS+DoRAAdapter,DoRAAdapter,8.431774863330704,0.4428884088993072,0.567595362663269,incident_perturbation,3
MagiNet,0.3660648988752711,METR-LA,0.0230642672643759,0.0600605208195421,1.0,0.2169551104307174,0.8838950991630554,0.3601302634980077,MagiNet+DoRAAdapter,DoRAAdapter,1.6211976060795317,0.2561932802200317,0.5030384659767151,incident_perturbation,3
BRITS,0.4489523834291622,METR-LA,0.0934983850541559,0.0600605208195421,1.0,0.2833100259304046,1.2976261377334597,0.4020352957378196,BRITS+DoRAAdapter,DoRAAdapter,10.4503482825914,0.4291199743747711,0.5378504991531372,incident_perturbation,3
ImputeFormer,0.338957076366823,METR-LA,0.0250426211756104,0.0600605208195421,1.0,0.2044778168201446,0.7832589745521545,0.3342413340236798,ImputeFormer+DoRAAdapter,DoRAAdapter,1.3912505954116077,0.3032989799976349,0.4418244659900665,incident_perturbation,3
