scenario,model,MAE,RMSE,MAPE,masked_MAE,normal_region_MAE,missing_region_MAE,incident_region_MAE,physics_residual,trust_mean,trust_std,trust_mean_normal,trust_mean_incident
random_missing_50,V2_TrustPhysics,0.16991260647773743,0.23961567878723145,1.1759182214736938,0.12013992667198181,0.12013326585292816,0.12013326585292816,,0.9999999403953552,0.2687840759754181,0.24055801331996918,0.2687840759754181,
sensor_failure_30,V2_TrustPhysics,0.4741569459438324,0.6349881887435913,3.038017749786377,0.37071192264556885,0.37071195244789124,0.37071195244789124,,1.0000000298023224,0.2765263020992279,0.13107477128505707,0.2765263020992279,
incident_perturbation,V2_TrustPhysics,0.22270287573337555,0.4372161626815796,1.2068461179733276,0.1679771989583969,0.12446705251932144,0.16797354817390442,1.0023990869522095,1.0000001192092896,0.2707420289516449,0.19579903781414032,0.26895084977149963,0.30477407574653625
