scenario,model,MAE,RMSE,MAPE,masked_MAE,normal_region_MAE,missing_region_MAE,incident_region_MAE,physics_residual
random_missing_50,V1_FixedPhysics,0.17190250754356384,0.24335329234600067,1.3085588216781616,0.11918668448925018,0.11918044090270996,0.11918044090270996,,1.0000000596046448
sensor_failure_30,V1_FixedPhysics,0.4648895561695099,0.6169079542160034,2.9040026664733887,0.3733798861503601,0.3733798861503601,0.3733798861503601,,1.0000000298023224
incident_perturbation,V1_FixedPhysics,0.22514885663986206,0.4402672052383423,1.2830628156661987,0.16712699830532074,0.12338770925998688,0.16712355613708496,1.0059469938278198,1.0000001192092896
