scenario,model,MAE,RMSE,MAPE,masked_MAE,normal_region_MAE,missing_region_MAE,incident_region_MAE,physics_residual,trust_mean,trust_std,trust_mean_normal,trust_mean_incident
random_missing_50,V3_TrustPhysics_Uncertainty,0.16790702939033508,0.23997554183006287,1.0032886266708374,0.11557377874851227,0.11556752771139145,0.11556752771139145,,0.9999999701976776,0.26906725764274597,0.22695885598659515,0.26906725764274597,
sensor_failure_30,V3_TrustPhysics_Uncertainty,0.46672722697257996,0.6218643188476562,3.0092315673828125,0.3707863986492157,0.3707863688468933,0.3707863688468933,,1.0000000596046448,0.273685485124588,0.1318073868751526,0.273685485124588,
incident_perturbation,V3_TrustPhysics_Uncertainty,0.22043032944202423,0.433845579624176,1.0136798620224,0.16596704721450806,0.12095123529434204,0.1659637689590454,1.0292682647705078,1.0,0.27255287766456604,0.1890217363834381,0.26983872056007385,0.32412123680114746
