backbone,base_test_mae,dataset,delta_abs_mean,failure_score_mean,fixed_harm_coef,gate_mean,harm_mode,mae,mape,masked_mae,model,plugin,plugin_gain_pct,plugin_val_mae,rmse,scenario,seed
MagiNet,0.7256694456346992,PEMS-BAY,0.106768478341654,0.7779546724695737,,1.0,,0.2860399186611175,1.0047897100448608,0.6775168075042517,MagiNet+GenericAdapter,GenericAdapter,6.635616039797743,0.6671718955039978,0.7092304825782776,sensor_failure_30,1
MagiNet,0.7256694456346992,PEMS-BAY,0.1256028648947371,0.7779546724695737,,0.6188834573135895,,0.2598956525325775,0.8744715452194214,0.6896038444674745,MagiNet+CalibrationGuard,CalibrationGuard,4.969976534657634,0.6746865510940552,0.7119935750961304,sensor_failure_30,1
MagiNet,0.7256694456346992,PEMS-BAY,0.1312269353542198,0.7779546724695737,,0.6215860275995164,,0.2573536336421966,0.8367636203765869,0.6878664185400722,MagiNet+FailureAnomalyGuard,FailureAnomalyGuard,5.209400412547739,0.6736520528793335,0.7106927037239075,sensor_failure_30,1
MagiNet,0.7256694456346992,PEMS-BAY,0.0675667159411372,0.7779546724695737,1.0,0.6376906414421237,failure_aware_soft,0.2370201498270034,0.7838165163993835,0.6979463019338595,MagiNet+PhyGuard,PhyGuard,3.820354276676464,0.6778419017791748,0.7107929587364197,sensor_failure_30,1
SAITS,0.4149428964139079,PEMS-BAY,,0.0717991752826765,,,,0.226841926574707,0.8410108089447021,0.4149428964139079,SAITS,Backbone,0.0,,0.560690701007843,incident_perturbation,1
SAITS,0.4149428964139079,PEMS-BAY,0.1009873346170632,0.0717991752826765,,1.0,,0.2459781467914581,0.9922106266021729,0.3506609192644349,SAITS+GenericAdapter,GenericAdapter,15.491764699437436,0.3714619278907776,0.5289837718009949,incident_perturbation,1
SAITS,0.4149428964139079,PEMS-BAY,0.1179569865450827,0.0717991752826765,,0.6867431735338808,,0.2413253039121627,0.9530139565467834,0.3626192320553957,SAITS+CalibrationGuard,CalibrationGuard,12.609846995987384,0.3841999471187591,0.5329182147979736,incident_perturbation,1
SAITS,0.4149428964139079,PEMS-BAY,0.1172350621171036,0.0717991752826765,,0.6868926950649813,,0.2412293702363968,0.9418395757675172,0.3629290093491368,SAITS+FailureAnomalyGuard,FailureAnomalyGuard,12.535191592456366,0.3844625949859619,0.533588171005249,incident_perturbation,1
SAITS,0.4149428964139079,PEMS-BAY,0.1086150085141398,0.0717991752826765,1.0,0.6778102723312427,failure_aware_soft,0.2409828901290893,0.936726987361908,0.3651593616642958,SAITS+PhyGuard,PhyGuard,11.99768333904738,0.3867355287075043,0.5343889594078064,incident_perturbation,1
MagiNet,0.2627591969632985,PEMS-BAY,,0.0717991752826765,,,,0.1514036655426025,0.5881945490837097,0.2627591969632985,MagiNet,Backbone,0.0,,0.4084106683731079,incident_perturbation,1
MagiNet,0.2627591969632985,PEMS-BAY,0.0724428582126721,0.0717991752826765,,1.0,,0.1655094772577285,0.6854466795921326,0.230094772530268,MagiNet+GenericAdapter,GenericAdapter,12.431315368037527,0.2309194058179855,0.3875670135021209,incident_perturbation,1
MagiNet,0.2627591969632985,PEMS-BAY,0.0873441105438946,0.0717991752826765,,0.6887486436982736,,0.1596881598234176,0.6439087986946106,0.2346239868148276,MagiNet+CalibrationGuard,CalibrationGuard,10.707602425958353,0.2351398468017578,0.3897922039031982,incident_perturbation,1
MagiNet,0.2627591969632985,PEMS-BAY,0.0905906946588484,0.0717991752826765,,0.6871244913237101,,0.1627258509397506,0.6827614307403564,0.2340284421775992,MagiNet+FailureAnomalyGuard,FailureAnomalyGuard,10.934252775065495,0.2346867322921753,0.3894572854042053,incident_perturbation,1
MagiNet,0.2627591969632985,PEMS-BAY,0.0970261111445065,0.0717991752826765,1.0,0.6690539808087095,failure_aware_soft,0.1633347570896148,0.670668363571167,0.2335780464506821,MagiNet+PhyGuard,PhyGuard,11.10566284638643,0.2341171205043792,0.3903598189353943,incident_perturbation,1
SAITS,0.4454387072426656,METR-LA,,0.0626894467034964,,,,0.2215761691331863,0.8582700490951538,0.4454387072426656,SAITS,Backbone,0.0,,0.6033737659454346,random_missing_50,1
SAITS,0.4454387072426656,METR-LA,0.0740324461285249,0.0626894467034964,,1.0,,0.2476817965507507,1.0604095458984375,0.4052069996364441,SAITS+GenericAdapter,GenericAdapter,9.03192896173348,0.4357857406139374,0.5745154023170471,random_missing_50,1
SAITS,0.4454387072426656,METR-LA,0.0851413570514036,0.0626894467034964,,0.61895855067653,,0.2383663654327392,0.9871217608451844,0.4152097263056398,SAITS+CalibrationGuard,CalibrationGuard,6.786339050808553,0.4491711854934692,0.5810863375663757,random_missing_50,1
SAITS,0.4454387072426656,METR-LA,0.085645969913774,0.0626894467034964,,0.6173557927889479,,0.2377060055732727,0.9819418787956238,0.41507739393652,SAITS+FailureAnomalyGuard,FailureAnomalyGuard,6.816047373630118,0.4494206309318542,0.5804805755615234,random_missing_50,1
SAITS,0.4454387072426656,METR-LA,0.0767726066562342,0.0626894467034964,1.0,0.6188797143715226,failure_aware_soft,0.2375539690256118,0.999439001083374,0.41642907103566,SAITS+PhyGuard,PhyGuard,6.512598868333583,0.4511963129043579,0.580133855342865,random_missing_50,1
MagiNet,0.3608898326852554,METR-LA,,0.0626894467034964,,,,0.1795187145471573,0.8363052010536194,0.3608898326852554,MagiNet,Backbone,0.0,,0.505541980266571,random_missing_50,1
MagiNet,0.3608898326852554,METR-LA,0.0695656606146465,0.0626894467034964,,1.0,,0.2038260251283645,0.9711267352104188,0.3322095208175266,MagiNet+GenericAdapter,GenericAdapter,7.947109968249492,0.2270245850086212,0.4838477671146393,random_missing_50,1
MagiNet,0.3608898326852554,METR-LA,0.0834123425249747,0.0626894467034964,,0.6402908348349773,,0.1956178694963455,0.9171004891395568,0.338037109375,MagiNet+CalibrationGuard,CalibrationGuard,6.33232672148625,0.231280118227005,0.4876847565174103,random_missing_50,1
MagiNet,0.3608898326852554,METR-LA,0.0891939555869056,0.0626894467034964,,0.6274196225341426,,0.1977358162403106,0.9212073683738708,0.3376175629109762,MagiNet+FailureAnomalyGuard,FailureAnomalyGuard,6.448580055890842,0.2307440042495727,0.4873543083667755,random_missing_50,1
MagiNet,0.3608898326852554,METR-LA,0.0892015255516565,0.0626894467034964,1.0,0.6183193640933232,failure_aware_soft,0.1965868175029754,0.954683780670166,0.3374287707068791,MagiNet+PhyGuard,PhyGuard,6.500893029823186,0.2307577282190323,0.4883426427841186,random_missing_50,1
SAITS,0.4392634976294733,METR-LA,,0.7665612005418346,,,,0.1315668374300003,0.6008985042572021,0.4392634976294733,SAITS,Backbone,0.0,,0.4191265106201172,sensor_failure_30,1
SAITS,0.4392634976294733,METR-LA,0.13984437142649,0.7665612005418346,,1.0,,0.2029569298028946,1.0203089714050293,0.4684960560132098,SAITS+GenericAdapter,GenericAdapter,-6.654902704525371,0.5945345163345337,0.4368024468421936,sensor_failure_30,1
SAITS,0.4392634976294733,METR-LA,0.0622118314107259,0.7665612005418346,,0.6157498103316112,,0.151718184351921,0.7157387137413025,0.4457296556042087,SAITS+CalibrationGuard,CalibrationGuard,-1.47204536903945,0.59707111120224,0.4235658645629883,sensor_failure_30,1
SAITS,0.4392634976294733,METR-LA,0.1287894710417716,0.7665612005418346,,0.7625724218224966,,0.1771132051944732,0.808009684085846,0.4411325352166289,SAITS+FailureAnomalyGuard,FailureAnomalyGuard,-0.4254934901811785,0.5770321488380432,0.4194497466087341,sensor_failure_30,1
SAITS,0.4392634976294733,METR-LA,0.1325066884358724,0.7665612005418346,1.0,0.7912371235509073,failure_aware_soft,0.1801207959651947,0.8147572875022888,0.4390970865885417,SAITS+PhyGuard,PhyGuard,0.0378841041492582,0.573391318321228,0.4144909083843231,sensor_failure_30,1
MagiNet,0.7383485199302755,METR-LA,,0.7665612005418346,,,,0.2211478650569915,1.1767961978912354,0.7383485199302755,MagiNet,Backbone,0.0,,0.5806115865707397,sensor_failure_30,1
MagiNet,0.7383485199302755,METR-LA,0.0755787203388829,0.7665612005418346,,1.0,,0.2634826600551605,1.3941911458969116,0.6972185360488071,MagiNet+GenericAdapter,GenericAdapter,5.570537865417866,0.702446460723877,0.5548901557922363,sensor_failure_30,1
MagiNet,0.7383485199302755,METR-LA,0.0898539943079794,0.7665612005418346,,0.5820845737252184,,0.2465727627277374,1.3009907007217407,0.7095889019709761,MagiNet+CalibrationGuard,CalibrationGuard,3.8951277320925946,0.7134414315223694,0.5620564222335815,sensor_failure_30,1
MagiNet,0.7383485199302755,METR-LA,0.0970625313379431,0.7665612005418346,,0.5836216095955141,,0.2387789934873581,1.266546607017517,0.7104968819566952,MagiNet+FailureAnomalyGuard,FailureAnomalyGuard,3.7721532882886217,0.7134973406791687,0.5615441799163818,sensor_failure_30,1
MagiNet,0.7383485199302755,METR-LA,0.0223652624314831,0.7665612005418346,1.0,0.5985263291225639,failure_aware_soft,0.228838250041008,1.2024788856506348,0.7294342697307628,MagiNet+PhyGuard,PhyGuard,1.2073228236923332,0.7343997955322266,0.5741839408874512,sensor_failure_30,1
SAITS,0.4800543160407182,METR-LA,,0.0626894467034964,,,,0.2615070044994354,0.9739924669265748,0.4800543160407182,SAITS,Backbone,0.0,,0.6387563943862915,incident_perturbation,1
SAITS,0.4800543160407182,METR-LA,0.0870239566538631,0.0626894467034964,,1.0,,0.2867401242256164,1.1898642778396606,0.4377510807884421,SAITS+GenericAdapter,GenericAdapter,8.8121768388992,0.4418944120407104,0.6105144023895264,incident_perturbation,1
SAITS,0.4800543160407182,METR-LA,0.1018462193150923,0.0626894467034964,,0.625418731427036,,0.2785782217979431,1.1157293319702148,0.4482328022255943,SAITS+CalibrationGuard,CalibrationGuard,6.628731947995814,0.4543818831443786,0.6174522042274475,incident_perturbation,1
SAITS,0.4800543160407182,METR-LA,0.099442267719398,0.0626894467034964,,0.6240308469271624,,0.278334766626358,1.098992109298706,0.448782631117223,SAITS+FailureAnomalyGuard,FailureAnomalyGuard,6.514197222808163,0.4553559124469757,0.6176100969314575,incident_perturbation,1
SAITS,0.4800543160407182,METR-LA,0.0845542772647161,0.0626894467034964,1.0,0.6249278815756196,failure_aware_soft,0.2748632431030273,1.1105324029922483,0.4513248055766312,SAITS+PhyGuard,PhyGuard,5.984637467908978,0.458068698644638,0.6174249053001404,incident_perturbation,1
MagiNet,0.3781130708222686,METR-LA,,0.0626894467034964,,,,0.2107980400323867,0.900663435459137,0.3781130708222686,MagiNet,Backbone,0.0,,0.5311782360076904,incident_perturbation,1
MagiNet,0.3781130708222686,METR-LA,0.0670839656044511,0.0626894467034964,,1.0,,0.2282227128744125,0.985788643360138,0.3516377797799696,MagiNet+GenericAdapter,GenericAdapter,7.001950761639664,0.241943672299385,0.5083991885185242,incident_perturbation,1
MagiNet,0.3781130708222686,METR-LA,0.0799924473239124,0.0626894467034964,,0.6315190609983561,,0.2216361463069915,0.9463581442832948,0.3573053494088265,MagiNet+CalibrationGuard,CalibrationGuard,5.50304208426127,0.2459344714879989,0.5128377079963684,incident_perturbation,1
MagiNet,0.3781130708222686,METR-LA,0.0870312858122312,0.0626894467034964,,0.6244503686930956,,0.2237998992204666,0.953553318977356,0.3562105818474962,MagiNet+FailureAnomalyGuard,FailureAnomalyGuard,5.792576524038652,0.2452908754348755,0.5119960308074951,incident_perturbation,1
MagiNet,0.3781130708222686,METR-LA,0.0945477174518683,0.0626894467034964,1.0,0.6141791243835356,failure_aware_soft,0.2234388440847396,0.9832062125205994,0.3556551711874051,MagiNet+PhyGuard,PhyGuard,5.939466621988252,0.2443255633115768,0.5126557350158691,incident_perturbation,1
