backbone,base_test_mae,dataset,delta_abs_mean,failure_score_mean,fixed_harm_coef,gate_mean,harm_mode,mae,mape,masked_mae,model,plugin,plugin_gain_pct,plugin_val_mae,rmse,scenario,seed
MagiNet,0.1334601328615867,PEMS08,0.0265892360603132,0.081206384339003,,0.6124105609754219,,0.0737331211566925,0.7616496086120605,0.1272421866578246,MagiNet+CalibrationGuard,CalibrationGuard,4.659028932790633,0.1126443967223167,0.1295095831155777,random_missing_50,1
MagiNet,0.1334601328615867,PEMS08,0.031691412686626,0.081206384339003,,0.6255589638259209,,0.0755654647946357,0.7746684551239014,0.1259399880266724,MagiNet+FailureAnomalyGuard,FailureAnomalyGuard,5.63474999887315,0.1113518550992012,0.1292774081230163,random_missing_50,1
MagiNet,0.1334601328615867,PEMS08,0.0173855131007597,0.081206384339003,1.0,0.6162437221841506,failure_aware_soft,0.0716180503368377,0.7583852410316467,0.1294296619941173,MagiNet+PhyGuard,PhyGuard,3.019981159204709,0.1149727702140808,0.1305646747350692,random_missing_50,1
SAITS,0.3947061276903339,PEMS08,,0.7445933024088541,,,,0.1184118390083313,0.808617115020752,0.3947061276903339,SAITS,Backbone,0.0,,0.3189014494419098,sensor_failure_30,1
SAITS,0.3947061276903339,PEMS08,0.0735329023373672,0.7445933024088541,,1.0,,0.1693875193595886,1.0343124866485596,0.3910229502160565,SAITS+GenericAdapter,GenericAdapter,0.9331442346309514,0.362241119146347,0.3249353468418121,sensor_failure_30,1
SAITS,0.3947061276903339,PEMS08,0.0790336334627438,0.7445933024088541,,0.6775457843456393,,0.1510060876607895,0.944802463054657,0.3889797684413935,SAITS+CalibrationGuard,CalibrationGuard,1.4507905621959445,0.3682646155357361,0.3187901377677917,sensor_failure_30,1
SAITS,0.3947061276903339,PEMS08,0.075919587627735,0.7445933024088541,,0.7440314199410233,,0.1450598388910293,0.9471012353897096,0.3859963261224086,SAITS+FailureAnomalyGuard,FailureAnomalyGuard,2.2066547633531037,0.366629809141159,0.3150715231895447,sensor_failure_30,1
SAITS,0.3947061276903339,PEMS08,0.0780828762677759,0.7445933024088541,1.0,0.7401088639801624,failure_aware_soft,0.1512261480093002,1.0473763942718506,0.3853286793029386,SAITS+PhyGuard,PhyGuard,2.375805119182836,0.3651586174964905,0.3159139752388,sensor_failure_30,1
MagiNet,0.4503980150409773,PEMS08,,0.7445933024088541,,,,0.1351194083690643,1.155331015586853,0.4503980150409773,MagiNet,Backbone,0.0,,0.3250971436500549,sensor_failure_30,1
MagiNet,0.4503980150409773,PEMS08,0.0164596894208122,0.7445933024088541,,1.0,,0.1547600477933883,1.345414400100708,0.4514207029654309,MagiNet+GenericAdapter,GenericAdapter,-0.2270631508801393,0.3571435511112213,0.3261822164058685,sensor_failure_30,1
MagiNet,0.4503980150409773,PEMS08,0.0154262586356767,0.7445933024088541,,0.5704936108558006,,0.1455621719360351,1.2568824291229248,0.4509223987853605,MagiNet+CalibrationGuard,CalibrationGuard,-0.1164267440955473,0.3558281660079956,0.3254464566707611,sensor_failure_30,1
MagiNet,0.4503980150409773,PEMS08,0.0062238912956387,0.7445933024088541,,0.5589603099947661,,0.1370866298675537,1.169798731803894,0.4502713072533701,MagiNet+FailureAnomalyGuard,FailureAnomalyGuard,0.0281324036465119,0.3544277250766754,0.3250268995761871,sensor_failure_30,1
MagiNet,0.4503980150409773,PEMS08,0.0056008022595075,0.7445933024088541,1.0,0.4808333153818168,failure_aware_soft,0.1406179070472717,1.2056679725646973,0.4501442504084967,MagiNet+PhyGuard,PhyGuard,0.0563423070276021,0.3538315594196319,0.3251058459281921,sensor_failure_30,1
SAITS,0.2970788365178791,PEMS08,,0.081206384339003,,,,0.1652247160673141,1.3213753700256348,0.2970788365178791,SAITS,Backbone,0.0,,0.320049911737442,incident_perturbation,1
SAITS,0.2970788365178791,PEMS08,0.0375232741179777,0.081206384339003,,1.0,,0.1720605194568634,1.3313733339309692,0.2749988931409388,SAITS+GenericAdapter,GenericAdapter,7.432351504988986,0.2244093418121338,0.3036129176616668,incident_perturbation,1
SAITS,0.2970788365178791,PEMS08,0.0477696759838533,0.081206384339003,,0.58992832846957,,0.1700319498777389,1.3229588270187378,0.281853508887597,SAITS+CalibrationGuard,CalibrationGuard,5.125012541701471,0.2299641817808151,0.3085645139217376,incident_perturbation,1
SAITS,0.2970788365178791,PEMS08,0.0520604429565745,0.081206384339003,,0.6064723824226931,,0.169569581747055,1.3217055797576904,0.2787116232713749,SAITS+FailureAnomalyGuard,FailureAnomalyGuard,6.182605756030978,0.2276760190725326,0.3062043488025665,incident_perturbation,1
SAITS,0.2970788365178791,PEMS08,0.0629097747144784,0.081206384339003,1.0,0.628889767424849,failure_aware_soft,0.1685940772294998,1.320805311203003,0.2703902688801281,SAITS+PhyGuard,PhyGuard,8.98366506028268,0.2219910770654678,0.2997686862945556,incident_perturbation,1
MagiNet,0.1447356579940248,PEMS08,,0.081206384339003,,,,0.0894545391201973,0.7583437561988831,0.1447356579940248,MagiNet,Backbone,0.0,,0.1762638390064239,incident_perturbation,1
MagiNet,0.1447356579940248,PEMS08,0.0280241374680454,0.081206384339003,,1.0,,0.0980555564165115,0.7962383031845093,0.1394614444895743,MagiNet+GenericAdapter,GenericAdapter,3.644031869926809,0.1212417334318161,0.1718324273824691,incident_perturbation,1
MagiNet,0.1447356579940248,PEMS08,0.0407160248708824,0.081206384339003,,0.582267299725884,,0.0959707647562027,0.7829052209854126,0.1403955072109461,MagiNet+CalibrationGuard,CalibrationGuard,2.9986741644950423,0.1218736246228218,0.1726660132408142,incident_perturbation,1
MagiNet,0.1447356579940248,PEMS08,0.0390515479604437,0.081206384339003,,0.5921059533617716,,0.0961657837033271,0.7852341532707214,0.1403104174206141,MagiNet+FailureAnomalyGuard,FailureAnomalyGuard,3.0574639551460217,0.1217097640037536,0.1727226227521896,incident_perturbation,1
MagiNet,0.1447356579940248,PEMS08,0.0290116407284672,0.081206384339003,1.0,0.5895440558780953,failure_aware_soft,0.094349205493927,0.7797636389732361,0.1413942971252464,MagiNet+PhyGuard,PhyGuard,2.3085954871718086,0.1226990148425102,0.1730217933654785,incident_perturbation,1
SAITS,0.4171368154843689,PEMS-BAY,,0.0717991752826765,,,,0.2067768573760986,0.8328487873077393,0.4171368154843689,SAITS,Backbone,0.0,,0.5328625440597534,random_missing_50,1
SAITS,0.4171368154843689,PEMS-BAY,0.1014098134491586,0.0717991752826765,,1.0,,0.2287987619638443,0.9978652000427246,0.3474158032135006,SAITS+GenericAdapter,GenericAdapter,16.71418337648046,0.3674429059028625,0.4996249079704284,random_missing_50,1
SAITS,0.4171368154843689,PEMS-BAY,0.1172950554214688,0.0717991752826765,,0.6961135262430492,,0.2235605716705322,0.9536962509155272,0.3600534350046069,SAITS+CalibrationGuard,CalibrationGuard,13.68457023230573,0.3808071613311767,0.5035626888275146,random_missing_50,1
SAITS,0.4171368154843689,PEMS-BAY,0.117559204338347,0.0717991752826765,,0.6994322349225721,,0.2235447466373443,0.9498134851455688,0.3592317295802082,SAITS+FailureAnomalyGuard,FailureAnomalyGuard,13.881557262435052,0.3800746500492096,0.5030367970466614,random_missing_50,1
SAITS,0.4171368154843689,PEMS-BAY,0.1108458659696067,0.0717991752826765,1.0,0.6982228027406893,failure_aware_soft,0.2237987220287323,0.9500800371170044,0.3607860778784915,SAITS+PhyGuard,PhyGuard,13.508934122835528,0.3817619979381561,0.5032420754432678,random_missing_50,1
MagiNet,0.2456501420959685,PEMS-BAY,,0.0717991752826765,,,,0.1217700317502021,0.5557771921157837,0.2456501420959685,MagiNet,Backbone,0.0,,0.346251368522644,random_missing_50,1
MagiNet,0.2456501420959685,PEMS-BAY,0.0698775584093737,0.0717991752826765,,1.0,,0.1398449838161468,0.6772905588150024,0.2110761610144833,MagiNet+GenericAdapter,GenericAdapter,14.074480391702004,0.2131109684705734,0.3266603648662567,random_missing_50,1
MagiNet,0.2456501420959685,PEMS-BAY,0.0821811661719659,0.0717991752826765,,0.70841306131191,,0.1334034502506256,0.63344407081604,0.2159078438439561,MagiNet+CalibrationGuard,CalibrationGuard,12.107584387389858,0.2176759243011474,0.3280681371688843,random_missing_50,1
MagiNet,0.2456501420959685,PEMS-BAY,0.0771149324905235,0.0717991752826765,,0.6990798995579012,,0.1368617266416549,0.6789270043373108,0.2181241627299398,MagiNet+FailureAnomalyGuard,FailureAnomalyGuard,11.205358617409262,0.219771921634674,0.3292941153049469,random_missing_50,1
MagiNet,0.2456501420959685,PEMS-BAY,0.0937500236784519,0.0717991752826765,1.0,0.6912384171327428,failure_aware_soft,0.1381248831748962,0.6581137180328369,0.214048990653894,MagiNet+PhyGuard,PhyGuard,12.864291944813486,0.2157575041055679,0.3285726904869079,random_missing_50,1
SAITS,0.527089903954746,PEMS-BAY,,0.7779546724695737,,,,0.1589378714561462,0.5834834575653076,0.527089903954746,SAITS,Backbone,0.0,,0.5410127639770508,sensor_failure_30,1
SAITS,0.527089903954746,PEMS-BAY,0.1469749139279735,0.7779546724695737,,1.0,,0.2488874495029449,0.9601048827171326,0.51630230339206,SAITS+GenericAdapter,GenericAdapter,2.046633881951987,0.5337297916412354,0.5434810519218445,sensor_failure_30,1
SAITS,0.527089903954746,PEMS-BAY,0.1643267391490287,0.7779546724695737,,0.8447253168845663,,0.2324555963277816,0.9040024280548096,0.517125551392432,SAITS+CalibrationGuard,CalibrationGuard,1.890446485040147,0.5340860486030579,0.5416966080665588,sensor_failure_30,1
SAITS,0.527089903954746,PEMS-BAY,0.1693401855676352,0.7779546724695737,,0.8442520349204135,,0.2278110980987548,0.8591379523277283,0.5155604356000213,SAITS+FailureAnomalyGuard,FailureAnomalyGuard,2.18738174801287,0.5328430533409119,0.5394245982170105,sensor_failure_30,1
SAITS,0.527089903954746,PEMS-BAY,0.1555733972666215,0.7779546724695737,1.0,0.8386610900463701,failure_aware_soft,0.2264443635940551,0.9082696437835692,0.5089808872767857,SAITS+PhyGuard,PhyGuard,3.435659940000492,0.526808500289917,0.5356394648551941,sensor_failure_30,1
MagiNet,0.7256694456346992,PEMS-BAY,,0.7779546724695737,,,,0.2188172489404678,0.6387827396392822,0.7256694456346992,MagiNet,Backbone,0.0,,0.7311398386955261,sensor_failure_30,1
